#	Text	,	:	;	(	)	[	]	{	}	.	+	-	*	/	=	<	>	&	|	"	\	^	~`!@#$%?	a	b	c	d	e	f	h	i	k	l	n	o	p	r	s	t	u	v	w	y	gjmqxz	A-Z	_	0-9	SPACE	accept?
115	whil	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	119	119	119	119	116	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	120	no
116	while	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	117	no
117	WHILE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	yes
118	id_start	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	120	no
119	id	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	120	no
120	ID	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	yes
121	intlit	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	121	122	no
122	INTLIT	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	yes
123	strlit	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	124	125	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	no
124	strlitend	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	no
125	\	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	129	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	126	-1	-1	-1	-1	127	-1	-1	-1	-1	-1	-1	-1	134	132	no
126	\n	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	no
127	\t	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	no
128	\"	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	no
129	\\	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	no
130	\^	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	no
131	\^c	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	no
132	\...	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	no
133	\...\	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	no
134	\d	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	no
135	\dd	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	136	-1	no
136	\ddd	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	no
137	STRLIT	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	yes
138	/*	139	139	139	139	139	139	139	139	139	139	139	139	140	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	no
139	/*...	139	139	139	139	139	139	139	139	139	139	139	139	140	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	no
140	/*...*	139	139	139	139	139	139	139	139	139	139	139	139	139	141	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	no
141	/*...*/	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	no
142	COMMENT	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	yes
